,ID,Address,Suburb,Price,Type,Date,Rooms,Bathroom,Car,Landsize,Age,Latitude,Longtitude,train_station_id,distance_to_train_station,travel_min_to_CBD,over_priced?,crime_A_average,crime_B_average,crime_C_average
347,ID583395115,403/120 Greville St,PRAHRAN,712500,u,28/05/2016,2,2,1,0,129,-37.8493,144.9908,19958,86,20,-1,659,5219,338
348,ID144152435,36 Charlotte St,RICHMOND,1421000,h,12/11/2016,2,1,0,196,19,-37.8254,145,19907,281,11.8,-1,824,1890,159
349,ID301991501,14 Musk Ct,MELTON,295000,h,27/05/2017,3,1,4,600,44,-37.68734,144.58001,19980,1894,32.77777778,-1,50,68,12
350,ID341071781,403/99 Nott St,PORT MELBOURNE,455500,u,24/09/2016,1,1,1,0,17,-37.8405,144.9385,22180,2756,0,-1,659,5219,338
351,ID431715216,122 Blackwood St,YARRAVILLE,1606000,h,26/07/2016,4,2,3,455,129,-37.8177,144.8839,19996,569,13.18181818,-1,703,1502,135
352,ID906755071,88 Victoria St,FOOTSCRAY,875000,h,18/03/2017,3,1,0,262,39,-37.8022,144.8924,20024,88,10,-1,298,735,154
353,ID128559654,2/79 Mimosa Rd,CARNEGIE,855000,t,16/04/2016,2,1,1,158,25,-37.8886,145.052,19920,635,21.90909091,-1,3703,18944,2039
354,ID783766754,7/122 Glen Huntly Rd,ELWOOD,510000,u,11/3/2017,2,1,1,0,69,-37.8831,144.9896,19955,942,25,-1,1666,9333,523
355,ID478509590,48a Purtell St,BENTLEIGH EAST,800000,t,7/5/2016,3,2,1,353,49,-37.9262,145.055,19938,1719,35.08333333,-1,925,4701,308
356,ID966808499,229/253 Bridge Rd,RICHMOND,439000,u,10/9/2016,1,1,1,3516,8,-37.8183,144.9979,19978,681,10,0,824,1890,159
357,ID852830063,13 Cedar Dr,MARIBYRNONG,1200000,h,12/8/2017,3,2,2,352,22,-37.77413,144.87533,20022,3001,14,-1,717,1763,318
358,ID964410076,29 Whatley St,CARRUM,625000,h,29/07/2017,3,2,1,379,69,-38.07912,145.12965,19858,789,62.16666667,-1,990,3070,411
359,ID520344241,15 Killarney Rd,TEMPLESTOWE LOWER,1002000,h,24/09/2016,3,1,2,799,59,-37.7698,145.1028,19935,3968,32.25,-1,2403,5212,586
360,ID528302148,2/12 Moorong St,CHADSTONE,1042500,t,11/2/2017,4,3,2,209,3,-37.8805,145.105,19840,989,34.14285714,-1,1593,6648,530
361,ID406367581,1 Hornby St,BLACK ROCK,1720000,h,9/9/2017,4,2,2,659,69,-37.97951,145.02515,19866,2951,42.5,-1,2524,12864,738
362,ID609839975,5 Aroona Ct,ABERFELDIE,1680000,h,22/07/2017,3,2,2,673,54,-37.76316,144.89799,20037,1789,14.08333333,-1,817,1779,181
363,ID244050988,17 Packington Pl,PRAHRAN,1365000,h,26/08/2017,2,1,2,206,119,-37.85569,145.00522,19946,940,18.90909091,-1,705,5479,335
364,ID435676743,16A Waterloo St,CAMBERWELL,3300000,h,25/02/2017,3,3,2,417,3,-37.831,145.0621,19853,577,20.57142857,-1,3767,18925,2042
365,ID914752066,10 Port St,NEWPORT,807500,h,14/05/2016,3,1,3,647,49,-37.8481,144.8666,19994,1610,16.625,-1,71,261,20
366,ID371264026,1/27 Noordenne Av,SEAHOLME,312000,u,29/07/2017,1,1,0,0,49,-37.86007,144.84578,19927,963,24.25,-1,1021,5132,325
367,ID372671482,9 Talba Ct,CARRUM DOWNS,552500,h,12/8/2017,3,2,2,779,31,-38.11471,145.18248,19856,4206,68.2,-1,990,3070,411
368,ID408801431,12a Doyle St,AVONDALE HEIGHTS,622000,u,1/7/2017,3,1,1,204,59,-37.76215,144.85986,20004,3542,20.11111111,-1,1672,10063,646
369,ID554529351,89 Armstrong St,MIDDLE PARK,3750000,h,27/05/2017,3,2,1,411,44,-37.85327,144.96223,19958,2464,20,-1,313,545,65
370,ID813377537,19 Hall St,COBURG,900000,h,15/07/2017,3,1,0,227,99,-37.75296,144.95967,19966,254,17,-1,1097,5916,553
371,ID815818362,2/20 Talmage St,ALBION,340000,t,29/07/2017,2,1,1,100,39,-37.77956,144.82519,20004,217,20.11111111,-1,298,735,154
372,ID785248073,23A Havelock St,ST KILDA,1120000,h,8/4/2017,2,1,0,135,89,-37.8661,144.9802,19956,1229,23,-1,1412,6364,699
373,ID314197476,6/285 Barkly St,ST KILDA,450000,u,18/06/2016,1,1,1,0,10,-37.8731,144.9799,19956,1262,23,-1,1363,6287,564
374,ID846722921,4 Burgess St,RICHMOND,1405000,h,27/11/2016,3,1,2,212,19,-37.8302,144.9993,19907,466,11.8,-1,824,1890,159
375,ID737266034,64 Pilgrim St,SEDDON,880000,h,15/10/2016,3,1,0,216,129,-37.8052,144.8941,20024,379,10,-1,824,1890,159
376,ID869482129,31 Elizabeth St,COBURG,820000,h,10/12/2016,2,1,1,597,59,-37.7402,144.9807,19965,1547,19,0,1071,5783,419
377,ID233620773,2A Kerr St,BLACKBURN,881000,t,19/08/2017,3,1,1,300,59,-37.81156,145.14057,19897,1026,32.75,-1,990,3070,411
378,ID835083826,28 Flinders St,BULLEEN,903000,h,26/07/2016,2,1,1,591,54,-37.7679,145.0978,19935,3481,32.25,-1,958,5673,628
379,ID251023303,10/352 Canterbury Rd,ST KILDA,500000,u,4/3/2017,2,1,1,5530,18,-37.859,144.9767,19957,1387,21,-1,1412,6364,699
380,ID779335383,1/40 Warmington Rd,SUNSHINE WEST,305000,h,27/06/2016,3,1,2,367,49,-37.8018,144.8246,22241,1646,12.09090909,-1,2403,5212,586
381,ID335996814,9 Arthur St,DONCASTER,1355000,h,29/04/2017,3,1,1,814,54,-37.7909,145.1309,20042,3261,30.75,-1,3327,11071,1069
382,ID695335284,94 Davies St,BRUNSWICK,1385000,h,13/05/2017,4,2,4,650,69,-37.7575,144.9716,19966,924,17,-1,817,1779,181
383,ID806286682,60A Kennedy St,BENTLEIGH EAST,935000,t,3/6/2017,3,2,2,244,19,-37.9203,145.08074,19916,2162,29.88888889,-1,959,4476,324
384,ID921804492,7/31 Kensington Rd,SOUTH YARRA,740000,u,15/10/2016,3,1,1,0,49,-37.8376,145.0012,19947,783,16.83333333,-1,1100,3636,457
385,ID686837465,1/4 Box Rd,BRIAR HILL,590000,h,27/05/2017,3,1,2,392,39,-37.70433,145.12184,19985,1198,44.2,-1,59,124,5
386,ID578461981,455 Gordon St,MARIBYRNONG,1011000,t,11/2/2017,3,2,2,225,17,-37.7867,144.8906,20023,1745,11,-1,717,1763,318
387,ID224530985,106 Outlook Dr,GLENROY,600000,h,22/05/2016,3,1,4,541,51,-37.7051,144.9069,20032,911,25.08333333,-1,1683,8938,509
388,ID718305687,3/9 Maroona Rd,CARNEGIE,365000,u,30/07/2016,1,1,1,0,59,-37.8887,145.048,19942,520,26.92307692,-1,3703,18944,2039
389,ID782235141,249 Punt Rd,RICHMOND,950000,h,8/10/2016,4,1,0,254,129,-37.8201,144.9898,19908,444,10.56521739,0,824,1890,159
390,ID258601553,2/12 Chettam St,EPPING,380500,u,27/05/2017,3,2,1,156,6,-37.6349,145.04042,20005,2148,45.38461538,-1,2006,7754,1051
391,ID812924733,34 Dean St,PRESTON,910000,h,12/11/2016,4,1,1,582,69,-37.7355,145.0178,20011,1541,31.6,-1,659,5219,338
392,ID259707204,4 Wilmoth St,NORTHCOTE,1335000,h,4/3/2017,3,1,3,520,99,-37.7683,145.0156,19930,1216,24,-1,142,344,39
393,ID365884807,25 Cobden St,SOUTH MELBOURNE,1200000,h,13/08/2016,3,2,0,113,109,-37.8346,144.9688,19854,1821,4.402777778,-1,1100,3636,457
394,ID333985312,29 Flinders St,BULLEEN,1200000,h,12/8/2017,3,1,3,557,21,-37.76762,145.09773,19935,3465,32.25,-1,941,5813,575
395,ID588674101,5/6 Tivoli Pl,SOUTH YARRA,863000,u,4/3/2017,2,2,1,742,69,-37.8357,144.9867,19959,583,13.86666667,-1,1245,3886,447
396,ID188768338,8/68 Goldsmith St,ELWOOD,630000,u,25/02/2017,2,1,1,0,84,-37.8817,144.984,19955,1179,25,-1,1666,9333,523
397,ID444436446,103/58 Ballarat St,YARRAVILLE,381000,u,17/09/2016,1,1,1,0,59,-37.8184,144.8904,19996,287,13.18181818,-1,703,1502,135
398,ID185248019,1120 Burke Rd,BALWYN NORTH,2668000,h,22/07/2017,3,1,2,939,39,-37.79494,145.06382,19932,3149,27,-1,959,4476,324
399,ID288294702,157 Cumberland Rd,PASCOE VALE,730000,h,10/9/2016,4,1,3,683,49,-37.7251,144.9394,20034,1170,20.08333333,-1,659,5219,338
400,ID543943064,1/52 Elder Pde,ESSENDON,820000,u,28/08/2016,3,1,1,0,104,-37.752,144.9079,20037,856,14.08333333,-1,1144,6845,375
401,ID111230289,56 Severn St,YARRAVILLE,1190000,h,27/05/2017,4,1,2,405,7,-37.81611,144.87945,19996,922,13.18181818,-1,817,1779,181
402,ID478252300,5 Braim St,SUNSHINE NORTH,700000,h,18/06/2016,3,1,2,538,44,-37.7704,144.8384,20004,1451,20.11111111,-1,1363,6287,564
403,ID114067171,68 Mortimore St,BENTLEIGH,1350000,h,24/09/2016,3,1,1,617,7,-37.9282,145.047,19938,1068,35.08333333,-1,925,4701,308
404,ID116400129,20/20 St Edmonds Rd,PRAHRAN,626000,u,12/8/2017,2,1,2,0,19,-37.85059,144.99188,19958,214,20,-1,705,5479,335
405,ID255409549,33 Newstead St,MARIBYRNONG,1320000,h,10/9/2016,3,2,2,645,119,-37.7662,144.8971,20038,1942,12.07692308,-1,610,1743,228
406,ID463951875,8 Sherwood St,HADFIELD,630000,h,3/12/2016,3,1,1,604,49,-37.7124,144.9514,19962,842,25,-1,1683,8938,509
407,ID634233320,27 MacPherson St,FOOTSCRAY,882000,h,29/04/2017,2,1,0,172,119,-37.7936,144.8905,20024,995,10,-1,298,735,154
408,ID372760066,6b Howell St,BENTLEIGH,845000,u,22/04/2017,3,1,2,242,23,-37.9302,145.0331,19937,562,37.09090909,-1,959,4476,324
409,ID948993334,10 Wattle Gr,SEAHOLME,2000000,h,25/02/2017,5,3,4,697,14,-37.8664,144.8416,19927,170,24.25,-1,1021,5132,325
410,ID810418305,80 Dover St,FLEMINGTON,1017500,t,19/08/2017,3,2,2,459,16,-37.78273,144.92358,20040,698,8.076923077,-1,2047,9171,742
411,ID723169316,25 Percy St,BALWYN,2550000,h,10/12/2016,5,3,2,642,89,-37.8096,145.0735,19893,1791,23.66666667,-1,925,4701,308
412,ID519517718,13 Churchill Ct,BRIGHTON EAST,2525000,h,24/06/2017,4,2,2,725,19,-37.92884,145.01518,19949,1576,38,-1,2897,11243,942
413,ID656847474,2/63 Devonshire Rd,WATSONIA,604000,u,15/07/2017,2,1,1,151,44,-37.71298,145.08115,19984,324,39.8,-1,281,524,75
414,ID449240262,61 William St,ESSENDON,1875000,h,29/07/2017,3,1,2,828,19,-37.74473,144.90238,20036,1657,16.08333333,0,1253,7401,484
415,ID786833606,4/12 Dalny Rd,MURRUMBEENA,490000,u,20/05/2017,2,1,1,0,9,-37.9025,145.066,19918,1328,26,-1,298,735,154
416,ID470655892,9 Dolphin Ct,GLADSTONE PARK,625000,h,1/7/2017,3,1,2,544,39,-37.68541,144.88471,20031,2949,27.08333333,-1,663,4010,377
417,ID445133312,2/94 Truganini Rd,CARNEGIE,737000,u,27/06/2016,2,1,1,165,29,-37.8927,145.0539,19920,828,21.90909091,-1,3703,18944,2039
418,ID181078122,13 Hudson St,COBURG,1160000,h,18/06/2016,4,2,5,371,131,-37.7436,144.962,19965,183,19,-1,1071,5783,419
419,ID643420767,309 Springvale Rd,FOREST HILL,800000,h,24/06/2017,3,1,2,617,59,-37.8318,145.17368,19899,1251,36.66666667,-1,2006,7754,1051
420,ID652281610,140 Woodland St,STRATHMORE,1650000,h,24/06/2017,3,3,2,698,49,-37.74246,144.92074,20036,529,16.08333333,-1,987,2150,212
421,ID190957683,5 Wavell St,BOX HILL,1400000,h,15/10/2016,3,2,1,643,79,-37.8285,145.1272,20042,1151,30.75,-1,2744,10289,780
422,ID803698582,2/53 Moylan St,BENTLEIGH EAST,835000,h,18/06/2016,3,1,1,250,39,-37.9087,145.0537,19940,1364,31.08333333,-1,925,4701,308
423,ID433150610,15 New St,BORONIA,770000,h,29/07/2017,4,2,2,723,49,-37.8476,145.29493,19869,1705,54,-1,59,124,5
424,ID404761183,124 Victoria St,FITZROY,2478000,h,19/08/2017,3,2,1,205,134,-37.79933,144.97932,19975,1331,15,0,2047,9171,742
425,ID354431403,1 Bute St,SEDDON,1315000,h,27/05/2017,3,3,2,122,69,-37.80401,144.89519,20024,367,10,-1,885,1901,227
426,ID167873069,1/48 Kenny St,BALWYN NORTH,1575000,t,8/7/2017,4,2,2,392,12,-37.80039,145.0961,19896,2276,29.66666667,-1,959,4476,324
427,ID656106161,44 Hartington St,ELSTERNWICK,1400000,h,7/5/2016,4,1,1,489,109,-37.8916,145.0123,19953,912,29,-1,1566,8895,491
428,ID448217214,188 Rachelle Rd,KEILOR EAST,835000,h,8/4/2017,3,2,2,700,39,-37.7322,144.8722,20036,4604,16.08333333,-1,591,1189,177
429,ID900265598,39 Alexander St,HALLAM,661000,h,16/09/2017,3,1,3,819,5,-38.00377,145.26161,19885,1712,52,-1,663,4010,377
430,ID292840828,13 Baily St,MOUNT WAVERLEY,1387000,h,24/06/2017,4,2,4,691,823,-37.86827,145.1452,19874,973,39.14285714,-1,1471,7759,779
431,ID478252300,5 Braim St,SUNSHINE NORTH,700000,h,18/06/2016,3,1,2,538,44,-37.7704,144.8384,20004,1451,20.11111111,-1,1363,6287,564
432,ID700109638,607/2 McGoun St,RICHMOND,592000,u,22/07/2017,2,2,2,2044,8,-37.817,144.99554,19978,428,10,-1,885,1901,227
433,ID816040185,22 Skipton Rd,HUGHESDALE,1337000,h,15/10/2016,4,1,2,696,89,-37.8991,145.0804,19918,529,26,-1,555,1129,160
434,ID209673038,13 Kiama St,OAK PARK,610000,t,1/7/2017,2,1,1,182,4,-37.712,144.91761,20033,746,23.08333333,-1,142,344,39
435,ID795722793,10 Dumbarton St,RESERVOIR,851000,h,27/11/2016,3,1,1,826,59,-37.7013,145.0244,20008,1314,37.55555556,0,824,1890,159
436,ID867255641,135 Suffolk St,WEST FOOTSCRAY,709000,h,22/05/2016,3,1,1,405,59,-37.79,144.867,20022,1090,14,-1,268,736,128
437,ID478303120,182 Keele St,COLLINGWOOD,670000,h,18/03/2017,2,1,0,118,119,-37.7976,144.993,19975,215,15,-1,1097,5916,553
438,ID399402345,22 Andrews St,BURWOOD,1175000,h,15/10/2016,3,1,2,661,54,-37.8495,145.1282,19875,2867,36.14285714,-1,579,1758,160
439,ID903084714,183a High St,DONCASTER,751800,u,27/11/2016,3,1,2,109,18,-37.7749,145.1138,20042,4979,30.75,-1,3081,9924,906
440,ID706371221,307/18 Hull St,RICHMOND,500000,u,8/4/2017,2,1,1,0,7,-37.8175,144.9974,19978,597,10,-1,885,1901,227
441,ID315902032,6/4 Gurner St,ST KILDA,455000,u,7/11/2016,2,1,1,0,17,-37.8619,144.9802,19957,1227,21,-1,1363,6287,564
442,ID878927452,186 Mascoma St,STRATHMORE,910000,h,8/4/2017,5,2,2,533,54,-37.7189,144.9044,20033,1511,23.08333333,-1,987,2150,212
443,ID515614442,1/171 Melrose Dr,TULLAMARINE,615500,h,29/07/2017,3,2,1,238,8,-37.70322,144.88236,20032,3074,25.08333333,-1,256,511,54
444,ID416866440,7 Arnold St,SUNSHINE WEST,780000,h,24/06/2017,4,2,2,696,20,-37.78647,144.81319,20020,1039,16,-1,2532,5455,713
445,ID985644467,20 Everton Gr,SURREY HILLS,2630000,h,10/12/2016,5,3,2,777,94,-37.8287,145.1054,19895,772,27.66666667,-1,2403,5212,586
446,ID971843214,3/10 Kendall St,ESSENDON,702500,u,4/3/2017,2,1,1,168,11,-37.758,144.9311,20037,1330,14.08333333,-1,1253,7401,484
447,ID542223866,8/8 Tattenham St,CAULFIELD EAST,300000,u,27/05/2017,2,1,1,1961,59,-37.88299,145.04711,19943,736,22.11538462,-1,1021,5132,325
448,ID881043648,4a Mills St,ALBERT PARK,1550000,t,7/11/2016,3,2,2,718,139,-37.8443,144.9598,19958,2705,20,-1,1202,5034,333
449,ID465593718,15 Littlewood St,HAMPTON,2513000,h,6/5/2017,3,2,1,766,89,-37.9346,145.0049,19949,482,38,-1,235,506,74
450,ID440116658,62 Everard St,GLENROY,500000,h,10/9/2016,3,1,1,589,16,-37.6993,144.9393,19961,1731,27,-1,1683,8938,509
451,ID205495772,121 Vine St,MOONEE PONDS,1302500,h,13/05/2017,2,1,2,455,89,-37.7692,144.9353,20039,1367,10.07692308,-1,313,545,65
452,ID326621494,2/44 Railway Pde S,CHADSTONE,700000,u,4/6/2016,3,2,1,224,13,-37.8738,145.1054,19840,588,34.14285714,-1,1540,6062,477
453,ID145629045,131 Sycamore St,CAULFIELD SOUTH,1350000,h,20/05/2017,3,2,1,305,94,-37.8899,145.023,19942,1689,26.92307692,-1,1593,6648,530
454,ID264710417,267 Yallambie Rd,YALLAMBIE,753000,h,11/2/2017,3,2,1,536,44,-37.7233,145.1045,19986,1743,47,-1,1064,4200,432
455,ID848279590,48 Coonawarra Dr,VERMONT SOUTH,1138000,h,19/08/2017,4,2,2,784,39,-37.85211,145.20174,19901,3847,41.66666667,-1,281,524,75
456,ID566397737,9/3 Irving St,MALVERN,570500,u,4/3/2017,2,1,2,0,49,-37.8597,145.0318,19944,762,21.90909091,-1,717,1763,318
457,ID742933877,24 Banksia Av,THOMASTOWN,651000,h,22/07/2017,3,1,2,526,49,-37.68164,144.99769,20007,1469,40.38461538,-1,502,1662,118
458,ID559584368,280 Francis St,YARRAVILLE,850000,h,13/08/2016,3,1,1,444,15,-37.8193,144.8753,19996,1343,13.18181818,-1,703,1502,135
459,ID376720353,74 Challis St,NEWPORT,1560000,h,6/5/2017,4,2,3,480,79,-37.8439,144.8733,19994,915,16.625,-1,84,293,23
460,ID414177518,55 Withers St,ALBERT PARK,2800000,h,18/06/2016,4,3,1,327,109,-37.8467,144.9475,20043,3188,0,-1,1202,5034,333
461,ID290882231,15/703 Orrong Rd,TOORAK,1400000,u,27/06/2016,2,2,2,2927,59,-37.8414,145.0137,19946,1044,18.90909091,-1,584,2731,211
462,ID791526742,47 Brougham St,KEW,1668000,h,11/2/2017,3,2,2,289,49,-37.8048,145.0303,19904,1932,16.57142857,-1,288,712,75
463,ID974657895,10 Kiewa St,ASHWOOD,1420000,h,15/07/2017,3,1,1,726,54,-37.86173,145.11074,19840,1327,34.14285714,-1,1672,10063,646
464,ID665369016,5 Morris St,PARKDALE,1350000,h,29/07/2017,5,2,2,653,69,-37.99336,145.08953,19864,1159,47,-1,938,6892,553
465,ID406726027,11/79 Atherton Rd,OAKLEIGH,400000,u,7/5/2016,2,1,1,0,15,-37.8991,145.0939,19917,511,28,-1,898,6529,480
466,ID856714979,9 Huntingfield St,CRAIGIEBURN,475000,h,23/09/2017,4,2,1,294,8,-37.58364,144.90804,40221,3712,40.1,-1,1288,4242,480
467,ID152899741,14 Kanowna St,HAMPTON,1850000,h,9/9/2017,3,1,2,697,49,-37.94435,145.00927,19948,784,42,0,235,506,74
468,ID858864542,1 College St,HAWTHORN,1560000,h,18/03/2017,3,2,0,198,109,-37.8169,145.0234,19905,550,15.66666667,-1,1253,7401,484
469,ID890226834,1/13 Maidstone St,RINGWOOD,633000,h,8/7/2017,2,1,2,123,14,-37.82223,145.22504,19902,786,45,-1,119,452,22
470,ID327763167,13 Robb St,SPOTSWOOD,831000,h,16/04/2016,3,1,0,353,129,-37.8309,144.889,19995,271,15.18181818,-1,1100,3636,457
471,ID394534037,22 Quentin Rd,MALVERN EAST,1380000,h,20/05/2017,4,2,2,230,12,-37.8806,145.0831,19839,958,31,-1,717,1763,318
472,ID778410066,108 Normanby Av,THORNBURY,1300000,h,16/09/2017,3,1,2,531,89,-37.75832,144.99017,20014,824,26.6,-1,2532,5455,713
473,ID200767416,111/112 Pier St,ALTONA,440000,u,11/2/2017,2,1,1,0,54,-37.8659,144.831,19926,183,27,-1,990,3070,411
474,ID772281189,39 Cuthbert St,NIDDRIE,1350000,h,7/11/2016,4,3,2,747,34,-37.7387,144.8827,20036,3497,16.08333333,-1,71,261,20
475,ID601951619,6 Paul Gr,BEACONSFIELD UPPER,675000,h,24/06/2017,4,2,2,1031,59,-38.00224,145.41081,19882,6682,62,-1,326,1234,99
476,ID856521439,6/28 The Avenue,WINDSOR,650000,u,16/07/2016,2,2,1,0,9,-37.8554,144.9982,19957,547,21,-1,1002,4068,328
477,ID440935410,504/2 Golding St,HAWTHORN,600000,u,15/07/2017,2,1,1,0,5,-37.82214,145.03288,19904,322,16.57142857,0,1253,7401,484
478,ID245678686,308 Sussex St,PASCOE VALE,650000,h,27/05/2017,2,1,2,605,59,-37.71878,144.95176,19963,875,23,-1,705,5479,335
479,ID277478477,1/26 Tucker St,FAWKNER,492000,t,28/08/2016,3,1,1,208,8,-37.7092,144.9695,19962,993,25,-1,1144,6845,375
480,ID119506951,4 Whitmore Pl,HILLSIDE,485000,h,3/6/2017,3,2,1,453,22,-37.68811,144.74999,22244,2577,30,-1,2837,9343,1212
481,ID971736415,2/18 Hancock St,ALTONA,540000,u,3/6/2017,2,1,1,132,39,-37.86444,144.82304,19926,654,27,0,990,3070,411
482,ID397286716,7 Duff St,SANDRINGHAM,1665000,h,16/09/2017,4,3,2,780,19,-37.9602,145.02026,19948,1762,42,-1,101,251,18
483,ID367960463,70 James St,NORTHCOTE,1450000,h,28/08/2016,3,1,1,489,119,-37.7756,145.0002,19928,565,20,0,136,302,42
484,ID743209844,7 Cambridge St,CAULFIELD NORTH,1870000,h,25/02/2017,3,2,1,339,5,-37.8622,145.0112,19945,959,19.90909091,-1,1593,6648,530
485,ID770181629,11 Perceval St,SUNBURY,498500,h,9/9/2017,3,2,2,688,119,-37.57367,144.71842,15351,990,45.16666667,-1,1479,4398,502
486,ID921764305,7/282 Barkly St,ELWOOD,360000,u,13/05/2017,1,1,0,0,60,-37.8749,144.9799,19956,1339,23,-1,1666,9333,523
487,ID341106040,8/294 Nicholson St,SEDDON,215000,u,22/05/2016,1,1,1,0,99,-37.8087,144.8978,19997,190,11.18181818,-1,824,1890,159
488,ID556822589,11 Henry St,FITZROY,677000,h,27/11/2016,2,1,0,67,169,-37.7969,144.9759,19843,1597,5.6,-1,1923,8979,620
489,ID267609913,5 Gatis St,GLEN IRIS,1738000,h,16/09/2017,3,2,2,692,54,-37.85672,145.09099,19848,1030,31.5,-1,2047,9171,742
490,ID945888396,42 Bishop St,OAKLEIGH,1610000,h,15/07/2017,4,2,2,592,69,-37.90821,145.09314,19916,868,29.88888889,-1,938,6892,553
491,ID731364387,1/308 Canterbury Rd,SURREY HILLS,805000,u,13/08/2016,2,1,2,297,119,-37.8255,145.092,19894,324,25.66666667,-1,2403,5212,586
492,ID144152435,36 Charlotte St,RICHMOND,1421000,h,12/11/2016,2,1,0,196,19,-37.8254,145,19907,281,11.8,-1,824,1890,159
493,ID362621278,57 Eastwood St,KENSINGTON,813500,h,22/05/2016,3,1,1,165,22,-37.7907,144.9303,20041,343,6.076923077,-1,271,771,74
494,ID679287460,77 Merrett Dr,WILLIAMSTOWN,1031000,h,26/08/2017,3,2,2,333,24,-37.85927,144.87904,19993,907,19.2,-1,1064,4200,432
495,ID676509344,8 Orgill St,DANDENONG,488000,h,12/8/2017,2,1,1,414,29,-37.99173,145.22309,22250,1189,49,-1,1083,3612,368
496,ID125900590,3 Besant St,HAMPTON EAST,1280000,h,26/08/2017,3,1,3,658,62,-37.94259,145.03004,19937,1089,37.09090909,-1,1173,8523,974
497,ID992077268,70 Barry St,RESERVOIR,785000,h,24/09/2016,3,1,1,719,5,-37.709,145.0015,20009,717,35.55555556,-1,824,1890,159
498,ID961318193,4/186 Beach Rd,MORDIALLOC,519000,u,3/6/2017,1,1,1,0,49,-38.00508,145.08189,19863,533,50,-1,1471,7759,779
499,ID670873945,26A Macquarie St,WILLIAMSTOWN,1262000,h,25/02/2017,3,2,2,204,39,-37.8551,144.8959,19993,650,19.2,0,1064,4200,432
500,ID679511435,11 Milfay Ct,BALWYN NORTH,1651000,h,27/11/2016,3,1,2,657,59,-37.7895,145.0985,19896,3388,29.66666667,-1,925,4701,308
501,ID192010640,29 Denmark St,KEW,1300000,h,27/05/2017,3,1,2,257,99,-37.81176,145.02807,19905,1209,15.66666667,-1,288,712,75
502,ID722796048,7 Bowen St,RICHMOND,2000000,h,19/11/2016,3,2,1,217,109,-37.8158,144.9931,19978,175,10,0,824,1890,159
503,ID613047274,8 Yendon Rd,CARNEGIE,1252000,h,25/02/2017,3,1,1,376,21,-37.8896,145.0492,19942,613,26.92307692,-1,3767,18925,2042
504,ID627041639,695 Heatherton Rd,CLAYTON SOUTH,1250500,h,9/9/2017,3,1,2,1226,69,-37.95988,145.13279,19913,2150,37.6,-1,84,371,13
505,ID234138580,90 Bent St,MOONEE PONDS,1400000,h,29/07/2017,4,2,1,375,89,-37.76261,144.93249,20038,1223,12.07692308,-1,313,545,65
506,ID717735971,215 Doncaster Rd,BALWYN NORTH,1670000,h,29/04/2017,3,0,0,818,25,-37.7939,145.0866,19896,3293,29.66666667,-1,959,4476,324
507,ID576451878,2 Hood St,YARRAVILLE,1158000,h,23/04/2016,4,1,3,411,109,-37.8117,144.8873,19996,517,13.18181818,-1,703,1502,135
508,ID954219714,33 Clay Dr,DONCASTER,2600000,h,3/6/2017,4,4,2,1072,59,-37.79094,145.12733,20042,3191,30.75,-1,3327,11071,1069
509,ID472639230,29 Type St,RICHMOND,1200000,h,16/09/2017,2,1,2,135,129,-37.82132,145.00973,19906,720,13.25,-1,885,1901,227
510,ID422665079,2A Barrani St,BENTLEIGH EAST,1325000,t,25/02/2017,4,4,2,363,7,-37.9116,145.0686,19918,2023,26,-1,959,4476,324
511,ID147802158,5 Saunders St,COBURG,1150000,h,28/05/2016,4,1,2,633,29,-37.7531,144.9504,19966,1017,17,-1,1071,5783,419
512,ID680274424,23 Gardeners Rd,BENTLEIGH EAST,1405000,h,24/09/2016,3,1,1,764,8,-37.9143,145.0629,19940,2206,31.08333333,0,925,4701,308
513,ID763439276,1 Ord Ct,WERRIBEE,412500,h,22/07/2017,3,1,1,583,39,-37.88702,144.66101,19921,1376,36.4,-1,98,190,19
514,ID791749620,15 Warburton Ct,MILL PARK,592000,h,8/7/2017,3,1,1,622,27,-37.66294,145.06301,45795,1575,49.63636364,-1,1508,6073,553
515,ID744844401,20 Ambon St,PRESTON,910000,h,22/04/2017,3,1,1,674,64,-37.7341,145.0275,20011,2267,31.6,-1,705,5479,335
516,ID316479471,79 Hope St,BRUNSWICK,1450000,h,7/11/2016,4,2,2,323,8,-37.7637,144.9565,19967,459,15,-1,703,1502,135
517,ID983780255,10 Zinnia St,RESERVOIR,502500,h,6/8/2016,3,1,2,491,69,-37.7152,144.9823,19962,1917,25,-1,824,1890,159
518,ID679287460,77 Merrett Dr,WILLIAMSTOWN,1031000,h,26/08/2017,3,2,2,333,24,-37.85927,144.87904,19993,907,19.2,-1,1064,4200,432
519,ID792899597,5 Hanlon Cl,MORDIALLOC,1150000,h,17/06/2017,4,2,2,603,15,-38.00549,145.10372,19863,1414,50,-1,1471,7759,779
520,ID516062933,63 Park Dr,KEILOR EAST,843000,h,8/4/2017,3,2,4,573,39,-37.7473,144.8555,20003,4199,23.11111111,-1,591,1189,177
521,ID393044309,107/250 Barkly St,FOOTSCRAY,430000,u,22/07/2017,2,1,1,1909,12,-37.79919,144.89607,20024,547,10,-1,298,735,154
522,ID809544271,61 Dundas St,PRESTON,910000,h,26/08/2017,3,1,2,276,54,-37.75277,145.00734,20014,812,26.6,-1,705,5479,335
