ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID394534037,22 Quentin Rd,4,h,1380000.0,20/05/2017,2.0,2.0,230.0,12.0,-37.8806,145.0831
ID778410066,108 Normanby Av,3,h,1300000.0,16/09/2017,1.0,2.0,531.0,89.0,-37.75832,144.99017
ID200767416,111/112 Pier St,2,u,440000.0,11/02/2017,1.0,1.0,0.0,54.0,-37.8659,144.83100000000005
ID772281189,39 Cuthbert St,4,h,1350000.0,7/11/2016,3.0,2.0,747.0,34.0,-37.7387,144.8827
ID601951619,6 Paul Gr,4,h,675000.0,24/06/2017,2.0,2.0,1031.0,59.0,-38.00224,145.41081
ID856521439,6/28 The Avenue,2,u,650000.0,16/07/2016,2.0,1.0,0.0,9.0,-37.8554,144.9982
ID440935410,504/2 Golding St,2,u,600000.0,15/07/2017,1.0,1.0,0.0,5.0,-37.82214000000001,145.03288
ID245678686,308 Sussex St,2,h,650000.0,27/05/2017,1.0,2.0,605.0,59.0,-37.718779999999995,144.95176
ID277478477,1/26 Tucker St,3,t,492000.0,28/08/2016,1.0,1.0,208.0,8.0,-37.7092,144.9695
ID119506951,4 Whitmore Pl,3,h,485000.0,3/06/2017,2.0,1.0,453.0,22.0,-37.688109999999995,144.74999
ID971736415,2/18 Hancock St,2,u,540000.0,3/06/2017,1.0,1.0,132.0,39.0,-37.86444,144.82304
ID397286716,7 Duff St,4,h,1665000.0,16/09/2017,3.0,2.0,780.0,19.0,-37.9602,145.02026
ID367960463,70 James St,3,h,1450000.0,28/08/2016,1.0,1.0,489.0,119.0,-37.7756,145.0002
ID743209844,7 Cambridge St,3,h,1870000.0,25/02/2017,2.0,1.0,339.0,5.0,-37.8622,145.0112
ID770181629,11 Perceval St,3,h,498500.0,9/09/2017,2.0,2.0,688.0,119.0,-37.57367,144.71842
ID921764305,7/282 Barkly St,1,u,360000.0,13/05/2017,1.0,0.0,0.0,60.0,-37.8749,144.9799
ID341106040,8/294 Nicholson St,1,u,215000.0,22/05/2016,1.0,1.0,0.0,99.0,-37.8087,144.8978
ID556822589,11 Henry St,2,h,677000.0,27/11/2016,1.0,0.0,67.0,169.0,-37.7969,144.9759
ID267609913,5 Gatis St,3,h,1738000.0,16/09/2017,2.0,2.0,692.0,54.0,-37.85672,145.09098999999995
ID945888396,42 Bishop St,4,h,1610000.0,15/07/2017,2.0,2.0,592.0,69.0,-37.90821,145.09313999999995
ID731364387,1/308 Canterbury Rd,2,u,805000.0,13/08/2016,1.0,2.0,297.0,119.0,-37.8255,145.092
ID144152435,36 Charlotte St,2,h,1421000.0,12/11/2016,1.0,0.0,196.0,19.0,-37.8254,145.0
ID362621278,57 Eastwood St,3,h,813500.0,22/05/2016,1.0,1.0,165.0,22.0,-37.7907,144.9303
ID679287460,77 Merrett Dr,3,h,1031000.0,26/08/2017,2.0,2.0,333.0,24.0,-37.85927,144.87904
ID676509344,8 Orgill St,2,h,488000.0,12/08/2017,1.0,1.0,414.0,29.0,-37.99173,145.22308999999996
ID125900590,3 Besant St,3,h,1280000.0,26/08/2017,1.0,3.0,658.0,62.0,-37.94259,145.03003999999999
ID992077268,70 Barry St,3,h,785000.0,24/09/2016,1.0,1.0,719.0,5.0,-37.709,145.0015
ID961318193,4/186 Beach Rd,1,u,519000.0,3/06/2017,1.0,1.0,0.0,49.0,-38.00508,145.08189
ID670873945,26A Macquarie St,3,h,1262000.0,25/02/2017,2.0,2.0,204.0,39.0,-37.8551,144.8959
ID679511435,11 Milfay Ct,3,h,1651000.0,27/11/2016,1.0,2.0,657.0,59.0,-37.7895,145.0985
ID192010640,29 Denmark St,3,h,1300000.0,27/05/2017,1.0,2.0,257.0,99.0,-37.81176,145.02806999999999
ID722796048,7 Bowen St,3,h,2000000.0,19/11/2016,2.0,1.0,217.0,109.0,-37.8158,144.9931
ID613047274,8 Yendon Rd,3,h,1252000.0,25/02/2017,1.0,1.0,376.0,21.0,-37.8896,145.0492
ID627041639,695 Heatherton Rd,3,h,1250500.0,9/09/2017,1.0,2.0,1226.0,69.0,-37.95988,145.13279
ID234138580,90 Bent St,4,h,1400000.0,29/07/2017,2.0,1.0,375.0,89.0,-37.762609999999995,144.93249
ID717735971,215 Doncaster Rd,3,h,1670000.0,29/04/2017,0.0,0.0,818.0,25.0,-37.7939,145.0866
ID576451878,2 Hood St,4,h,1158000.0,23/04/2016,1.0,3.0,411.0,109.0,-37.8117,144.8873
ID954219714,33 Clay Dr,4,h,2600000.0,3/06/2017,4.0,2.0,1072.0,59.0,-37.79094,145.12733
ID472639230,29 Type St,2,h,1200000.0,16/09/2017,1.0,2.0,135.0,129.0,-37.82132,145.00973
ID422665079,2A Barrani St,4,t,1325000.0,25/02/2017,4.0,2.0,363.0,7.0,-37.9116,145.0686
ID147802158,5 Saunders St,4,h,1150000.0,28/05/2016,1.0,2.0,633.0,29.0,-37.7531,144.9504
ID680274424,23 Gardeners Rd,3,h,1405000.0,24/09/2016,1.0,1.0,764.0,8.0,-37.9143,145.0629
ID763439276,1 Ord Ct,3,h,412500.0,22/07/2017,1.0,1.0,583.0,39.0,-37.88702,144.66101
ID791749620,15 Warburton Ct,3,h,592000.0,8/07/2017,1.0,1.0,622.0,27.0,-37.66294,145.06301000000005
ID744844401,20 Ambon St,3,h,910000.0,22/04/2017,1.0,1.0,674.0,64.0,-37.7341,145.0275
ID316479471,79 Hope St,4,h,1450000.0,7/11/2016,2.0,2.0,323.0,8.0,-37.7637,144.9565
ID983780255,10 Zinnia St,3,h,502500.0,6/08/2016,1.0,2.0,491.0,69.0,-37.7152,144.9823
ID679287460,77 Merrett Dr,3,h,1031000.0,26/08/2017,2.0,2.0,333.0,24.0,-37.85927,144.87904
ID792899597,5 Hanlon Cl,4,h,1150000.0,17/06/2017,2.0,2.0,603.0,15.0,-38.00549,145.10371999999995
ID516062933,63 Park Dr,3,h,843000.0,8/04/2017,2.0,4.0,573.0,39.0,-37.7473,144.8555
ID393044309,107/250 Barkly St,2,u,430000.0,22/07/2017,1.0,1.0,1909.0,12.0,-37.79919,144.89607
ID809544271,61 Dundas St,3,h,910000.0,26/08/2017,1.0,2.0,276.0,54.0,-37.75277,145.00734
ID821425737,24/294 Nicholson St,2,u,450000.0,6/08/2016,1.0,2.0,0.0,49.0,-37.8087,144.8978
ID766127892,40 Kingston St,3,h,872500.0,29/04/2017,1.0,2.0,189.0,99.0,-37.8145,144.8808
ID291203378,141/95 Rouse St,2,u,1250000.0,22/05/2016,2.0,2.0,0.0,16.0,-37.8435,144.9415
ID730717482,3/72 Charles St,4,h,1330000.0,18/03/2017,2.0,2.0,780.0,119.0,-37.8073,144.9952
ID866186988,34 Ayr St,3,h,826000.0,28/08/2016,1.0,4.0,192.0,49.0,-37.7837,145.1027
ID720446462,166 Gordon St,2,h,2100000.0,3/09/2016,1.0,1.0,659.0,99.0,-37.8094,145.0807
ID647482904,1 Christie St,3,h,632000.0,23/09/2017,1.0,1.0,562.0,59.0,-37.772240000000004,144.77381
ID905780745,16 Creswick St,3,h,900000.0,22/07/2017,1.0,3.0,312.0,139.0,-37.79334,144.89128
ID243719416,78 Hope St,2,h,2210000.0,3/06/2017,2.0,1.0,187.0,129.0,-37.83554,144.97956000000005
ID884172273,12/27 Marnoo St,3,t,560000.0,22/07/2017,1.0,1.0,158.0,17.0,-37.78893,144.84652
ID479751902,47B Vannam Dr,3,t,1060000.0,22/07/2017,2.0,2.0,343.0,19.0,-37.86324000000001,145.10289
ID747833601,4 Farnsworth St,3,h,865000.0,27/05/2017,1.0,2.0,550.0,49.0,-37.77972000000001,144.83809
ID515209954,5 Empress Ct,3,h,472500.0,18/06/2016,1.0,1.0,586.0,52.0,-37.791,144.7925
ID869594461,7/435 St Kilda St,2,u,655000.0,18/06/2016,1.0,1.0,0.0,54.0,-37.8902,144.9907
ID230588140,12 Newstead St,4,h,1900000.0,17/09/2016,3.0,8.0,865.0,6.0,-37.7682,144.8971
ID119237722,1 East St,3,t,1000000.0,27/11/2016,2.0,2.0,200.0,16.0,-37.7766,144.9277
ID840038665,45 Mirams St,3,h,1410000.0,27/11/2016,2.0,2.0,459.0,99.0,-37.7767,144.9124
ID242361903,4/130 Kensington Rd,2,t,750000.0,7/05/2016,1.0,1.0,325.0,17.0,-37.7976,144.9213
ID384673371,4 Dane Rd,4,h,1200000.0,28/08/2016,2.0,2.0,0.0,17.0,-37.9405,145.0346
ID177857844,10 Risley Cl,3,h,518000.0,29/07/2017,2.0,2.0,308.0,24.0,-37.73868,144.7325
ID705633944,14 Ebb St,3,h,970000.0,22/07/2017,2.0,2.0,612.0,59.0,-38.01596,145.09932
ID843183613,13 Carron St,2,t,635000.0,18/03/2017,1.0,1.0,97.0,5.0,-37.7516,144.9623
ID749877274,34 Hooker Rd,3,h,471500.0,22/07/2017,1.0,2.0,530.0,7.0,-37.89415,144.64143
ID997614164,12/440 Stud Rd,3,u,622000.0,15/07/2017,1.0,1.0,137.0,7.0,-37.87615,145.23192
ID336043511,1/547 Neerim Rd,4,t,1340000.0,13/05/2017,4.0,2.0,370.0,13.0,-37.8919,145.0781
ID500745288,7 Alexis Cl,4,h,915000.0,3/06/2017,3.0,2.0,624.0,14.0,-37.63485,145.07272
ID165221591,11a Elm Gr,2,h,1102000.0,12/11/2016,1.0,2.0,318.0,109.0,-37.9011,145.0011
ID372470612,1/464 Victoria St,2,t,735000.0,24/09/2016,1.0,2.0,120.0,15.0,-37.7659,144.9487
ID123449344,12 Campbell Gr,3,h,871000.0,19/08/2017,2.0,2.0,534.0,54.0,-37.98068,145.12493999999995
ID736121039,22 Emu La,2,t,800000.0,8/07/2017,1.0,1.0,145.0,9.0,-37.7882,144.94205
ID255254670,37 Purches St,3,h,1010000.0,26/08/2017,2.0,2.0,672.0,49.0,-37.8236,145.20898
ID324734626,32 Elton Rd,3,h,663500.0,3/06/2017,1.0,2.0,736.0,59.0,-37.88909,145.26935
ID583745584,12 Walerna Rd,3,h,1750000.0,7/05/2016,2.0,2.0,652.0,68.0,-37.8556,145.06799999999996
ID852443912,26 Lowalde Dr,3,h,595000.0,26/08/2017,1.0,2.0,536.0,39.0,-37.64972,145.04086
ID525715784,2/9 Havelock St,3,t,722000.0,3/09/2017,2.0,2.0,147.0,4.0,-37.785379999999996,144.87958999999995
ID707529998,61 Willis St,3,h,829000.0,28/05/2016,2.0,2.0,84.0,13.0,-37.7935,144.9187
ID766388753,2059 Malvern Rd,3,h,1380000.0,8/04/2017,1.0,2.0,572.0,109.0,-37.8757,145.066
ID263115846,15/20 Princes St,2,u,680000.0,20/05/2017,1.0,0.0,0.0,129.0,-37.859,144.9816
ID642327506,9A The Crossway,3,h,620000.0,19/08/2017,2.0,1.0,292.0,6.0,-37.74695,144.86625
ID827191537,8 Rocklands Rd,3,h,1120000.0,7/05/2016,1.0,2.0,723.0,19.0,-37.8642,145.1109
ID983075618,120 Epsom Rd,3,h,970000.0,7/05/2016,1.0,2.0,350.0,115.0,-37.7759,144.91
ID130207714,1 Centurion Ct,3,h,600000.0,15/07/2017,1.0,2.0,524.0,49.0,-37.64273,145.03751
ID474272832,10/76 Oxford St,2,u,683000.0,17/09/2016,1.0,1.0,0.0,119.0,-37.8035,144.985
ID281548158,35 Bordeaux St,4,h,1430000.0,10/12/2016,2.0,2.0,655.0,49.0,-37.782,145.1194
ID720694962,111 Cecil St,2,h,1000000.0,3/09/2016,1.0,0.0,128.0,109.0,-37.7941,144.9802
ID555913337,15 The Crofts,3,h,1300000.0,24/06/2017,1.0,0.0,200.0,49.0,-37.8196,144.99101000000005
ID732223867,6 Tame St,6,h,615000.0,12/08/2017,3.0,1.0,850.0,39.0,-37.62856,144.71825
ID401374399,2/60 Budd St,3,t,887500.0,22/05/2016,2.0,1.0,81.0,19.0,-37.7961,144.9874
ID474053499,16 Nevada St,4,h,1700000.0,27/06/2016,2.0,5.0,754.0,59.0,-37.786,145.0886
ID153691551,4/39 Hunter St,2,u,1226000.0,6/05/2017,1.0,1.0,826.0,23.0,-37.821,145.0054
ID619795035,143 Ogilvie St,2,h,1315000.0,7/11/2016,1.0,0.0,634.0,119.0,-37.7406,144.894
ID311145050,4 Collegian Av,3,h,1848000.0,26/08/2017,1.0,3.0,824.0,84.0,-37.737970000000004,144.92455
ID650093831,2/172 Cape St,3,h,655000.0,23/04/2016,2.0,2.0,175.0,49.0,-37.7514,145.0689
ID614847930,86 Neville St,2,h,896000.0,26/07/2016,1.0,2.0,543.0,49.0,-37.898,145.0528
ID887883169,3 Horton St,3,h,760000.0,13/05/2017,2.0,2.0,567.0,69.0,-37.7236,144.9876
ID937071119,14 Prentice St,3,h,1805000.0,10/12/2016,2.0,1.0,347.0,49.0,-37.8833,145.0118
ID789183052,7 Lisa Ct,4,h,472000.0,27/05/2017,2.0,2.0,546.0,29.0,-37.851459999999996,144.67109
ID988385808,13/200 Westgarth St,1,u,400000.0,27/11/2016,1.0,1.0,0.0,5.0,-37.7831,145.0124
ID305697640,28/60 Harp Rd,1,u,395000.0,30/07/2016,1.0,1.0,0.0,14.0,-37.7999,145.0544
ID411733677,7/15 Manchester Gr,2,u,695000.0,4/06/2016,2.0,1.0,0.0,5.0,-37.8878,145.0407
ID699972132,26 Wills St,4,h,2000000.0,27/06/2016,1.0,2.0,739.0,89.0,-37.8039,145.0631
ID886718910,1 Marriage Rd,4,h,1815000.0,22/05/2016,2.0,2.0,732.0,22.0,-37.9184,145.007
ID683878499,6/105 Cochrane St,2,u,845000.0,29/07/2017,1.0,1.0,100.0,59.0,-37.89569,144.99881000000005
ID530310411,32 Heron Ct,4,h,1050000.0,9/09/2017,2.0,2.0,770.0,59.0,-37.78929,145.2458
ID730399167,8/7 Warner St,2,u,611000.0,8/10/2016,1.0,1.0,0.0,11.0,-37.8515,145.0372
ID321226307,11 Vincent St,3,h,951000.0,27/11/2016,2.0,0.0,342.0,139.0,-37.743,144.95600000000005
ID989843899,15 Derna St,3,h,740000.0,7/11/2016,2.0,1.0,627.0,59.0,-37.747,145.0402
ID197305813,371 Rae St,2,h,1270000.0,17/06/2017,1.0,0.0,183.0,129.0,-37.78353,144.97991000000005
ID478237233,3/56 Banksia St,2,t,630000.0,20/05/2017,1.0,1.0,86.0,52.0,-37.7586,145.0629
ID360396199,91 Arthurton Rd,3,h,1255000.0,10/09/2016,2.0,1.0,259.0,109.0,-37.7687,144.9922
ID166307694,74 Carpenter St,5,h,2750000.0,7/05/2016,3.0,1.0,509.0,14.0,-37.9118,144.9984
ID306581139,4/1 Ashley St,2,u,427500.0,7/11/2016,1.0,1.0,146.0,39.0,-37.719,145.0014
ID401586360,69 Lloyd St,4,h,1635000.0,11/02/2017,2.0,3.0,0.0,24.0,-37.7354,144.9128
ID229439043,9A Normanby St,2,h,980000.0,20/05/2017,1.0,1.0,387.0,123.0,-37.9021,145.0837
ID854384972,18 Zinnia St,3,h,595000.0,6/05/2017,1.0,1.0,490.0,49.0,-37.7152,144.9817
ID943186589,4 Linton St,3,h,1680000.0,4/03/2017,2.0,2.0,665.0,94.0,-37.7714,145.0455
ID291203378,141/95 Rouse St,2,u,1250000.0,22/05/2016,2.0,2.0,0.0,16.0,-37.8435,144.9415
ID366413688,7/44 Darling St,2,u,630000.0,17/09/2016,1.0,1.0,0.0,6.0,-37.8361,144.9921
ID224005391,56 Tennyson St,3,h,1050000.0,4/06/2016,1.0,1.0,274.0,119.0,-37.7984,144.929
ID921934033,5/35 Durham Rd,2,h,600000.0,28/05/2016,1.0,1.0,163.0,91.0,-37.8294,145.0913
ID170477110,40 Metung St,5,h,2800000.0,4/06/2016,3.0,2.0,678.0,18.0,-37.8048,145.0708
ID941719795,60 Hamilton St,4,h,1785000.0,10/09/2016,2.0,2.0,640.0,51.0,-37.8104,144.8867
ID706847895,14 Howard St,4,h,773000.0,30/07/2016,1.0,2.0,333.0,49.0,-37.7893,144.8818
ID845595335,120/1 Graham St,3,u,1725000.0,3/06/2017,2.0,2.0,0.0,19.0,-37.8429,144.94487
ID370311678,31 Hampstead Cr,4,h,1320000.0,9/09/2017,2.0,5.0,1021.0,83.0,-37.90317,145.16607
ID169770195,1 Bent St,3,h,2160000.0,18/03/2017,1.0,1.0,590.0,89.0,-37.8807,145.0005
ID433449490,193 Edwardes St,3,h,915000.0,8/10/2016,3.0,2.0,618.0,59.0,-37.7154,144.9962
ID940388396,2/22 Seymour Gr,2,u,810000.0,27/11/2016,1.0,1.0,0.0,129.0,-37.8357,145.0595
ID484089703,16 Morawa Dr,3,h,800000.0,27/05/2017,2.0,2.0,324.0,26.0,-37.92783,145.19685
ID562806355,35 Gungarlan Dr,3,h,695000.0,19/11/2016,2.0,2.0,716.0,49.0,-37.734,144.8593
ID977734327,1 Sartori St,4,h,1600000.0,8/07/2017,2.0,2.0,592.0,12.0,-37.84839,145.14299
ID735252239,15/496 Dandenong Rd,2,u,450000.0,18/03/2017,1.0,1.0,1092.0,5.0,-37.8647,145.0232
ID894404668,10/81 Koornang Rd,2,u,662000.0,17/09/2016,2.0,1.0,0.0,49.0,-37.8873,145.0572
ID921374350,11/205 Gipps St,1,u,470000.0,26/07/2016,1.0,1.0,0.0,6.0,-37.8055,144.9961
ID616237292,78 Olympus Dr,4,h,1182500.0,27/11/2016,2.0,2.0,650.0,44.0,-37.7764,145.1216
ID416210789,2 Fairbank Pl,5,h,355000.0,3/06/2017,2.0,2.0,666.0,43.0,-37.67523,144.55833
ID237160235,2/199 Barkly St,1,u,528000.0,8/04/2017,1.0,1.0,0.0,9.0,-37.7767,144.9676
ID245866671,7 Prospect Gr,4,h,2100000.0,12/11/2016,1.0,2.0,0.0,6.0,-37.7736,145.0004
ID263982573,29 Fuller St,3,h,950000.0,1/07/2017,1.0,2.0,608.0,44.0,-37.825829999999996,145.20608000000001
ID622026715,100 Faraday St,2,h,1010000.0,18/03/2017,1.0,0.0,101.0,139.0,-37.7989,144.9713
ID200479044,13/55 Darling St,2,u,650000.0,4/06/2016,1.0,1.0,0.0,33.0,-37.8344,144.9916
ID812662017,16 Coronation St,3,h,1270000.0,20/05/2017,1.0,1.0,526.0,119.0,-37.7735,144.9445
ID331298055,36 Clinton St,4,h,1630000.0,13/05/2017,2.0,1.0,596.0,69.0,-37.9113,145.0207
ID533384421,48 Tucker Rd,3,h,1045000.0,1/07/2017,1.0,1.0,401.0,49.0,-37.929990000000004,145.04932
ID754311448,2/43 Haines St,2,u,470000.0,7/11/2016,1.0,1.0,0.0,44.0,-37.7988,144.9478
ID175129506,4/13 Glen Valley Rd,1,h,360000.0,12/08/2017,1.0,1.0,76.0,49.0,-37.832209999999996,145.17117
ID929855711,334 Punt Rd,3,h,1800000.0,25/02/2017,2.0,3.0,510.0,119.0,-37.8418,144.986
ID719493331,9/12 Acland St,1,u,452000.0,25/02/2017,1.0,1.0,0.0,6.0,-37.8631,144.9749
ID702859187,2/40 Carrol Gr,3,u,870000.0,24/06/2017,2.0,2.0,264.0,823.0,-37.892509999999994,145.11121
ID422316078,7 Wilks St,3,h,1520000.0,24/06/2017,2.0,2.0,426.0,13.0,-37.86323,145.01428
ID975670293,1/69 Purtell St,3,t,760000.0,3/09/2016,1.0,2.0,287.0,51.0,-37.9261,145.0566
ID919150317,11 Coleman Av,4,h,2000000.0,9/09/2017,1.0,1.0,704.0,28.0,-37.79349000000001,145.04611
ID337226589,23 Longwood Dr,4,h,680000.0,17/06/2017,2.0,2.0,656.0,39.0,-37.63878,145.05577
ID708598140,20 Bryant St,5,h,1550000.0,13/05/2017,1.0,1.0,432.0,104.0,-37.7859,144.9323
ID738765702,37 Roxburgh St,3,h,1306000.0,15/07/2017,1.0,0.0,199.0,119.0,-37.77561,144.91695
ID525053720,7/55 Johnston St,2,u,720000.0,7/05/2016,1.0,1.0,0.0,29.0,-37.8434,144.9435
ID285208276,28 Greendale Rd,3,h,1255000.0,24/06/2017,2.0,2.0,348.0,44.0,-37.79759,145.16422
ID818606289,2/99 Spray St,2,u,570000.0,26/07/2016,1.0,1.0,0.0,79.0,-37.8831,144.9855
ID274249833,2c Hamilton St,3,h,865000.0,22/05/2016,1.0,1.0,180.0,9.0,-37.7802,145.0243
ID501253124,5/8 Swan St,2,t,380000.0,10/09/2016,1.0,1.0,161.0,9.0,-37.7251,144.8621
ID359515160,26 Stymie St,5,h,1250000.0,17/06/2017,3.0,2.0,544.0,79.0,-37.71499,145.02966999999995
ID183587418,37 Eamon Dr,3,h,770000.0,4/06/2016,2.0,2.0,577.0,49.0,-37.7376,145.0895
ID372000180,213/253 Bridge Rd,1,u,370000.0,8/04/2017,1.0,1.0,3512.0,8.0,-37.8183,144.9979
ID772267626,360 Thompsons Rd,4,h,790000.0,8/10/2016,2.0,5.0,671.0,49.0,-37.7631,145.1108
ID396234503,2/143 Smith St,1,u,315000.0,19/11/2016,1.0,1.0,0.0,49.0,-37.7566,144.9893
ID570427689,38 Agnew St,3,h,1710000.0,17/09/2016,3.0,2.0,435.0,104.0,-37.91,145.0113
ID808862123,14 Oakbank St,2,h,896000.0,24/09/2016,1.0,0.0,297.0,119.0,-37.8501,144.8931
ID559485907,44 Silver St,3,h,925000.0,12/08/2017,1.0,2.0,1027.0,39.0,-37.71328,145.14098
ID263311994,8/15 Herbert St,2,u,640000.0,3/12/2016,1.0,1.0,1055.0,49.0,-37.8715,144.9827
ID808066854,5 Margaret St,2,h,1780000.0,7/05/2016,3.0,2.0,635.0,84.0,-37.9205,145.0102
ID609815864,33 Wales St,3,h,1245000.0,18/03/2017,1.0,1.0,409.0,49.0,-37.7633,145.0087
ID442055615,1/10 Callander Rd,2,t,610000.0,22/08/2016,1.0,1.0,169.0,24.0,-37.7186,144.9306
ID879459683,2A Ritchie Ct,2,h,490000.0,4/03/2017,1.0,1.0,322.0,59.0,-37.7876,144.8342
ID881154197,4 Frampton St,2,h,1000000.0,23/09/2017,1.0,1.0,106.0,119.0,-37.861909999999995,144.98655
ID892067943,14 King St,3,h,1300000.0,27/11/2016,1.0,0.0,309.0,129.0,-37.775999999999996,144.9832
ID817603131,5/97 Oshanassy St,2,u,591500.0,17/09/2016,1.0,1.0,0.0,89.0,-37.8004,144.9465
ID232923446,22 Woolcock Av,3,h,1975000.0,16/09/2017,1.0,2.0,676.0,94.0,-37.79546,145.04533
ID705509492,1/41 Elizabeth St,3,u,1025000.0,4/03/2017,2.0,2.0,384.0,20.0,-37.9229,145.0557
ID117507404,33 Dunbarton Dr,4,h,908000.0,29/07/2017,2.0,1.0,815.0,39.0,-37.84839,145.24191000000005
ID977946524,44/100 Commercial Rd,3,u,940000.0,12/08/2017,2.0,3.0,0.0,89.0,-37.8453,144.98487
ID460178091,3/302 Grange Rd,2,u,405000.0,28/08/2016,1.0,1.0,0.0,49.0,-37.9031,145.0444
ID886176442,3/367 Williamstown Rd,2,u,440000.0,8/07/2017,1.0,1.0,100.0,119.0,-37.82356,144.88191
ID645371210,1/47 Bluff Rd,3,t,1215000.0,29/07/2017,2.0,2.0,314.0,59.0,-37.97287,145.01648
ID608964587,10a Farm Rd,2,h,580000.0,12/06/2016,1.0,2.0,428.0,32.0,-37.9249,145.0943
ID147994397,42 Gisborne St,4,h,1140000.0,24/09/2016,2.0,3.0,554.0,21.0,-37.7624,145.0961
ID843500136,16 Flowerdale Rd,5,h,2000000.0,14/05/2016,3.0,1.0,696.0,99.0,-37.8563,145.0709
ID526240748,2 Violet Gr,3,h,1750000.0,17/09/2016,2.0,4.0,611.0,89.0,-37.7997,145.058
ID264606657,35 Bellara St,3,h,1430000.0,19/11/2016,1.0,2.0,811.0,49.0,-37.7927,145.1386
ID447042681,431 Wattletree Rd,3,h,2500000.0,12/08/2017,3.0,3.0,1011.0,94.0,-37.8652,145.05248
ID827786014,21/54 Balston St,1,u,328500.0,8/07/2017,1.0,1.0,0.0,5.0,-37.86874,144.998
ID334634258,10/270 Williams Rd,1,u,350000.0,22/07/2017,1.0,1.0,0.0,49.0,-37.841570000000004,145.00468999999995
ID247493283,2/27 Pakington St,2,u,610000.0,4/03/2017,1.0,1.0,745.0,51.0,-37.8024,145.0346
ID650883853,23 Howitt St,3,h,1400000.0,24/09/2016,1.0,1.0,335.0,109.0,-37.7816,145.0141
ID273567534,15 Rathmines Rd,3,h,2151000.0,3/12/2016,1.0,2.0,780.0,19.0,-37.8198,145.0465
ID765352692,6a Glen Rd,3,h,1662000.0,14/05/2016,2.0,2.0,351.0,13.0,-37.8742,145.07
ID568965210,78 Davison St,5,h,3200000.0,4/03/2017,3.0,3.0,618.0,129.0,-37.8157,145.0073
ID879040883,9/12 Charnwood Rd,2,u,560000.0,10/09/2016,1.0,2.0,1676.0,44.0,-37.8585,144.9852
ID706497478,42 Hunter St,2,h,860000.0,15/10/2016,2.0,0.0,74.0,19.0,-37.8207,145.0053
ID916457358,16b Regent St,3,t,1511000.0,24/09/2016,2.0,2.0,496.0,7.0,-37.9237,145.0075
ID958098728,7A Brunel St,3,t,815000.0,13/05/2017,2.0,2.0,148.0,69.0,-37.8287,144.8705
ID327923288,6 The Woodland,4,h,1678000.0,3/09/2017,2.0,2.0,943.0,49.0,-37.903059999999996,145.18171
ID730525788,1 Sinclair Grn,4,h,695000.0,23/09/2017,2.0,2.0,516.0,19.0,-37.78763,144.75963000000004
ID714977014,1C Baird St,3,h,1750800.0,27/05/2017,4.0,2.0,424.0,7.0,-37.92988,145.01085
ID810794811,54 Pine St,3,h,793000.0,26/07/2016,1.0,2.0,589.0,69.0,-37.7195,144.9982
ID969148622,99 Merton St,3,h,1900000.0,27/05/2017,1.0,1.0,186.0,129.0,-37.84431,144.95532
ID795705838,153 Thompsons Rd,2,h,890000.0,12/11/2016,1.0,2.0,559.0,59.0,-37.7739,145.094
ID187489442,27 Augusta St,5,h,2575000.0,22/08/2016,3.0,2.0,688.0,109.0,-37.8921,145.0381
ID156663851,1 Sneddon Ct,4,h,1100000.0,16/09/2017,2.0,2.0,748.0,23.0,-37.9265,145.19758000000004
ID924549143,7 Motherwell St,4,h,2667000.0,27/11/2016,3.0,2.0,446.0,119.0,-37.8454,144.9989
ID497647811,84 Beachview Pde,4,h,690000.0,15/07/2017,2.0,2.0,540.0,7.0,-37.90715,144.76527
ID556822589,11 Henry St,2,h,677000.0,27/11/2016,1.0,0.0,67.0,169.0,-37.7969,144.9759
ID854384972,18 Zinnia St,3,h,595000.0,6/05/2017,1.0,1.0,490.0,49.0,-37.7152,144.9817
ID666122478,6 Munro St,3,h,1435000.0,8/04/2017,1.0,1.0,450.0,99.0,-37.7756,144.9148
ID578429831,6 Baringa Rd,4,h,835000.0,27/05/2017,1.0,2.0,1717.0,69.0,-37.77595,145.28383
ID546580274,3/10 Greenham St,2,t,520000.0,1/07/2017,1.0,1.0,126.0,10.0,-37.78775,144.87446
ID779038428,2C Ray Rd,3,t,780000.0,27/05/2017,2.0,2.0,306.0,20.0,-37.854729999999996,145.1521
ID128770269,41 Cameron St,3,h,998000.0,7/11/2016,2.0,3.0,479.0,69.0,-37.7271,144.9968
ID614847930,86 Neville St,2,h,896000.0,26/07/2016,1.0,2.0,543.0,49.0,-37.898,145.0528
ID772281189,39 Cuthbert St,4,h,1350000.0,7/11/2016,3.0,2.0,747.0,34.0,-37.7387,144.8827
ID975670293,1/69 Purtell St,3,t,760000.0,3/09/2016,1.0,2.0,287.0,51.0,-37.9261,145.0566
ID530919419,8/99 Verdon St,1,u,310000.0,7/05/2016,1.0,1.0,0.0,51.0,-37.8588,144.8919
ID365884807,25 Cobden St,3,h,1200000.0,13/08/2016,2.0,0.0,113.0,109.0,-37.8346,144.9688
ID526240748,2 Violet Gr,3,h,1750000.0,17/09/2016,2.0,4.0,611.0,89.0,-37.7997,145.058
